t,b,s,h,l,v
1580005950,8326.04,8327.61,8420,8282.25,22169.965056
1580005950,8326.04,8327.61,8420,8282.25,22169.965056
1580005950,8326.04,8327.61,8420,8282.25,22169.965056
1580005950,8326.04,8327.61,8420,8282.25,22169.965056
1580005950,8326.04,8327.61,8420,8282.25,22169.965056
1580005950,8326.04,8327.61,8420,8282.25,22169.965056
1580005950,8326.04,8327.61,8420,8282.25,22169.965056
1580005950,8326.04,8327.58,8420,8282.25,22169.965056
1580005951,8326.04,8327.53,8420,8282.25,22169.857275
1580005951,8326.04,8327.41,8420,8282.25,22169.857275
1580005951,8325.77,8327.25,8420,8282.25,22169.944763
1580005951,8325.77,8327.21,8420,8282.25,22169.944763
1580005951,8325.77,8327.16,8420,8282.25,22169.944763
1580005951,8325.77,8327.11,8420,8282.25,22169.944763
1580005951,8325.77,8327.05,8420,8282.25,22169.944763
1580005951,8325.77,8327,8420,8282.25,22169.944763
1580005952,8325.77,8326.95,8420,8282.25,22169.944763
1580005952,8325.77,8326.9,8420,8282.25,22169.944763
1580005952,8325.77,8326.86,8420,8282.25,22169.944763
1580005952,8325.77,8326.83,8420,8282.25,22169.944763
1580005952,8325.77,8326.79,8420,8282.25,22169.944763
1580005952,8325.77,8326.75,8420,8282.25,22169.944763
1580005952,8325.77,8326.72,8420,8282.25,22169.944763
1580005952,8325.77,8326.69,8420,8282.25,22169.944763
1580005953,8325.77,8326.63,8420,8282.25,22169.944763
1580005953,8325.77,8326.6,8420,8282.25,22169.944763
1580005953,8325.77,8326.57,8420,8282.25,22169.944763
1580005953,8325.77,8326.54,8420,8282.25,22169.944763
1580005953,8325.77,8326.51,8420,8282.25,22169.944763
1580005953,8325.77,8326.48,8420,8282.25,22169.944763
1580005953,8325.77,8326.45,8420,8282.25,22169.944763
1580005953,8325.77,8326.42,8420,8282.25,22169.944763
1580005954,8325.77,8326.34,8420,8282.25,22169.946212
1580005954,8325.77,8326.24,8420,8282.25,22169.946212
1580005954,8325.77,8326.19,8420,8282.25,22169.946212
1580005954,8325.78,8326.16,8420,8282.25,22169.946212
1580005954,8325.79,8326.15,8420,8282.25,22169.734637
1580005954,8325.79,8326.05,8420,8282.25,22169.734637
1580005955,8325.77,8326,8420,8282.25,22169.734637
1580005955,8325.77,8325.93,8420,8282.25,22169.734637
1580005955,8325.65,8325.84,8420,8282.25,22169.366213
1580005955,8325.65,8325.8,8420,8282.25,22169.366213
1580005956,8325.65,8325.84,8420,8282.25,22169.366213
1580005956,8325.66,8325.77,8420,8282.25,22169.25532
1580005956,8325.66,8325.77,8420,8282.25,22169.25532
1580005956,8325.66,8325.78,8420,8282.25,22169.25532
1580005956,8325.66,8325.8,8420,8282.25,22169.241476
1580005956,8325.66,8325.8,8420,8282.25,22169.241476
1580005956,8325.66,8325.8,8420,8282.25,22169.241476
1580005957,8325.66,8325.75,8420,8282.25,22169.212948
1580005957,8325.66,8325.67,8420,8282.25,22169.212948
1580005957,8325.66,8325.67,8420,8282.25,22169.212948
1580005957,8325.66,8325.67,8420,8282.25,22169.212948
1580005957,8325.66,8325.67,8420,8282.25,22169.212948
1580005957,8325.66,8325.67,8420,8282.25,22169.212948
1580005957,8325.66,8325.67,8420,8282.25,22169.212948
1580005957,8325.66,8325.67,8420,8282.25,22169.212948
1580005957,8325.66,8325.67,8420,8282.25,22169.212948
1580005957,8325.66,8325.67,8420,8282.25,22169.212948
1580005958,8325.66,8325.67,8420,8282.25,22169.212948
1580005958,8325.66,8325.67,8420,8282.25,22169.212948
1580005958,8325.66,8325.67,8420,8282.25,22169.212948
1580005958,8325.66,8325.67,8420,8282.25,22169.205903
1580005958,8325.66,8325.67,8420,8282.25,22169.118481
1580005959,8325.66,8325.67,8420,8282.25,22168.984914
1580005959,8325.66,8326.08,8420,8282.25,22168.984914
1580005959,8325.7,8326.07,8420,8282.25,22168.984914
1580005959,8325.76,8326.08,8420,8282.25,22168.984914
1580005959,8325.76,8326.07,8420,8282.25,22168.984914
1580005959,8325.66,8326.07,8420,8282.25,22168.984914
1580005959,8325.66,8326.03,8420,8282.25,22168.984914
1580005959,8325.66,8325.98,8420,8282.25,22168.984914
1580005959,8325.66,8325.93,8420,8282.25,22168.979037
1580005960,8325.66,8325.87,8420,8282.25,22168.980488
1580005960,8325.66,8325.87,8420,8282.25,22168.980488
1580005960,8325.73,8326.09,8420,8282.25,22168.980488
1580005960,8325.78,8326.09,8420,8282.25,22168.980488
1580005960,8325.84,8326.09,8420,8282.25,22168.980488
1580005960,8325.89,8326.09,8420,8282.25,22168.980488
1580005960,8325.94,8326.09,8420,8282.25,22168.65395
1580005960,8325.98,8326.09,8420,8282.25,22168.65395
1580005961,8326.01,8326.09,8420,8282.25,22168.65395
1580005961,8326.04,8327.29,8420,8282.25,22168.65395
1580005961,8326.09,8327.29,8420,8282.25,22168.65395
1580005961,8326.14,8327.29,8420,8282.25,22168.655538
1580005961,8326.23,8327.29,8420,8282.25,22168.655538
1580005961,8326.24,8327.28,8420,8282.25,22168.655538
1580005970,8325.99,8326.62,8420,8282.25,22167.794607
1580005970,8325.99,8326.55,8420,8282.25,22167.810594
1580005970,8326.01,8326.46,8420,8282.25,22167.810594
1580005971,8326.01,8326.42,8420,8282.25,22167.810594
1580005971,8326.01,8326.39,8420,8282.25,22167.810594
1580005971,8326.01,8326.34,8420,8282.25,22167.810594
1580005971,8326.01,8326.3,8420,8282.25,22167.810594
1580005971,8326.01,8326.23,8420,8282.25,22167.600271
1580005972,8326.01,8326.22,8420,8282.25,22167.600271
1580005972,8325.99,8326.15,8420,8282.25,22167.635527
1580005972,8325.99,8326.1,8420,8282.25,22167.635527
1580005972,8325.99,8326.07,8420,8282.25,22167.635527
1580005972,8325.99,8326.07,8420,8282.25,22167.635527
1580005972,8325.99,8326.07,8420,8282.25,22167.635527
1580005972,8325.99,8326.09,8420,8282.25,22168.035527
1580005973,8325.99,8326.1,8420,8282.25,22168.035527
1580005973,8325.99,8326.1,8420,8282.25,22168.035527
1580005973,8325.99,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005973,8326.09,8326.1,8420,8282.25,22168.035527
1580005974,8326.09,8326.1,8420,8282.25,22167.973747
1580005974,8326.09,8326.1,8420,8282.25,22167.973747
1580005974,8326.09,8326.1,8420,8282.25,22167.973747
1580005975,8326.09,8326.13,8420,8282.25,22168.204171
1580005975,8326.09,8326.1,8420,8282.25,22168.204171
1580005975,8326.09,8326.1,8420,8282.25,22168.204171
1580005975,8326.09,8326.1,8420,8282.25,22168.204171
1580005975,8326.09,8326.1,8420,8282.25,22168.204171
1580005975,8326.09,8326.1,8420,8282.25,22168.204171
1580005975,8326.09,8326.1,8420,8282.25,22168.204171
1580005975,8326.09,8326.1,8420,8282.25,22168.204171
1580005975,8326.09,8326.1,8420,8282.25,22168.204171
1580005976,8326.09,8326.1,8420,8282.25,22168.205573
1580005976,8326.09,8326.1,8420,8282.25,22168.205573
1580005976,8326.09,8326.1,8420,8282.25,22168.205573
1580005976,8326.09,8326.1,8420,8282.25,22167.920788
1580005976,8326.09,8326.1,8420,8282.25,22167.937815
1580005976,8326.09,8326.1,8420,8282.25,22167.937815
1580005976,8326.09,8326.1,8420,8282.25,22167.937815
1580005976,8326.09,8326.1,8420,8282.25,22167.937815
1580005977,8326.09,8326.1,8420,8282.25,22167.927643
